id,appeal_text,original_text,category,sentiment,urgency,is_escalated,lemmatized
139,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,low,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
140,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,low,False,здравствовать у я общежитие проблема это очень срочно и неудобный
141,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Расписание,negative,medium,False,здравствовать у я расписание когда быть экзамен по .... это очень срочно и неудобный
142,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,medium,False,здравствовать у я поступление проблема
143,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Документы и справки,neutral,medium,False,здравствовать у я документ и справка не мочь получить академический справка
144,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Документы и справки,negative,medium,True,здравствовать у я документ и справка нужный справка 2-ндфл это очень срочно и неудобный
145,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,high,False,здравствовать у я преподаватель проблема
146,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,high,True,здравствовать у я другой проблема это очень срочно и неудобный
147,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,medium,False,здравствовать у я оплата и финансы не пройти оплата за обучение
148,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,positive,high,False,здравствовать у я поступление проблема
149,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Расписание,negative,high,False,здравствовать у я расписание не мочь найти расписание на следующий неделя это очень срочно и неудобный
150,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,high,True,здравствовать у я поступление проблема
151,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,positive,medium,False,здравствовать у я технический проблема проблема
152,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,low,False,здравствовать у я общежитие проблема это очень срочно и неудобный
153,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,low,False,здравствовать у я поступление проблема это очень срочно и неудобный
154,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,positive,low,True,здравствовать у я оплата и финансы не пройти оплата за обучение
155,Здравствуйте. У меня оплата и финансы. Когда вернут переплату.,Здравствуйте. У меня оплата и финансы. Когда вернут переплату.,Оплата и финансы,neutral,high,True,здравствовать у я оплата и финансы когда вернуть переплата
156,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
157,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Документы и справки,negative,high,True,здравствовать у я документ и справка нужный справка 2-ндфл это очень срочно и неудобный
158,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,medium,True,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
159,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,positive,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить
160,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,True,здравствовать у я преподаватель проблема это очень срочно и неудобный
161,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Технические проблемы,negative,high,False,здравствовать у я технический проблема проблема это очень срочно и неудобный
162,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
163,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,medium,True,здравствовать у я поступление проблема это очень срочно и неудобный
164,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,high,False,здравствовать у я общежитие проблема
165,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,False,здравствовать у я общежитие проблема это очень срочно и неудобный
166,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,high,True,здравствовать у я другой проблема
167,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,positive,high,False,здравствовать у я общежитие проблема
168,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,medium,True,здравствовать у я поступление проблема это очень срочно и неудобный
169,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
170,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Документы и справки,neutral,high,False,здравствовать у я документ и справка нужный справка 2-ндфл
171,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,high,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
172,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,False,здравствовать у я общежитие проблема это очень срочно и неудобный
173,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Технические проблемы,negative,medium,False,здравствовать у я технический проблема проблема это очень срочно и неудобный
174,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Оплата и финансы,neutral,medium,True,здравствовать у я оплата и финансы как оплатить общежитие
175,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,medium,False,здравствовать у я поступление проблема
176,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,medium,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
177,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
178,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,high,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
179,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Документы и справки,negative,low,True,здравствовать у я документ и справка нужный справка 2-ндфл это очень срочно и неудобный
180,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,False,здравствовать у я общежитие проблема это очень срочно и неудобный
181,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
182,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Технические проблемы,negative,low,False,здравствовать у я технический проблема проблема это очень срочно и неудобный
183,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,low,False,здравствовать у я поступление проблема
184,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,low,True,здравствовать у я другой проблема это очень срочно и неудобный
185,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
186,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня технические проблемы. Проблема. Это очень срочно и неудобно!,Технические проблемы,negative,medium,False,здравствовать у я технический проблема проблема это очень срочно и неудобный
187,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,low,False,здравствовать у я преподаватель проблема
188,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Документы и справки,negative,medium,True,здравствовать у я документ и справка нужный справка 2-ндфл это очень срочно и неудобный
189,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,positive,medium,False,здравствовать у я оплата и финансы не пройти оплата за обучение
190,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,medium,False,здравствовать у я общежитие проблема
191,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,medium,True,здравствовать у я другой проблема
192,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,low,True,здравствовать у я преподаватель проблема
193,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,positive,high,False,здравствовать у я другой проблема
194,Здравствуйте. У меня расписание. Когда будет экзамен по ....,Здравствуйте. У меня расписание. Когда будет экзамен по ....,Расписание,neutral,medium,False,здравствовать у я расписание когда быть экзамен по ....
195,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Расписание,neutral,medium,False,здравствовать у я расписание не мочь найти расписание на следующий неделя
196,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,medium,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
197,Здравствуйте. У меня расписание. Когда будет экзамен по ....,Здравствуйте. У меня расписание. Когда будет экзамен по ....,Расписание,positive,medium,False,здравствовать у я расписание когда быть экзамен по ....
198,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
199,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,medium,False,здравствовать у я общежитие проблема это очень срочно и неудобный
200,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,medium,False,здравствовать у я общежитие проблема это очень срочно и неудобный
201,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Документы и справки,neutral,medium,False,здравствовать у я документ и справка нужный справка 2-ндфл
202,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,high,False,здравствовать у я другой проблема
203,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,neutral,low,False,здравствовать у я расписание расписание сдвинуться занятие отменить
204,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,high,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
205,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,neutral,medium,False,здравствовать у я технический проблема проблема
206,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Расписание,negative,medium,False,здравствовать у я расписание не мочь найти расписание на следующий неделя это очень срочно и неудобный
207,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,medium,False,здравствовать у я другой проблема
208,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,medium,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
209,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,medium,False,здравствовать у я общежитие проблема
210,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,high,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
211,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,medium,False,здравствовать у я поступление проблема это очень срочно и неудобный
212,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,positive,high,True,здравствовать у я технический проблема проблема
213,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Расписание,negative,low,False,здравствовать у я расписание не мочь найти расписание на следующий неделя это очень срочно и неудобный
214,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
215,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,medium,False,здравствовать у я общежитие проблема
216,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,low,True,здравствовать у я другой проблема
217,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,positive,low,True,здравствовать у я преподаватель проблема
218,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Когда будет экзамен по .... Это очень срочно и неудобно!,Расписание,negative,medium,True,здравствовать у я расписание когда быть экзамен по .... это очень срочно и неудобный
219,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,medium,True,здравствовать у я преподаватель проблема это очень срочно и неудобный
220,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю. Это очень срочно и неудобно!,Расписание,negative,medium,False,здравствовать у я расписание не мочь найти расписание на следующий неделя это очень срочно и неудобный
221,Здравствуйте. У меня оплата и финансы. Когда вернут переплату.,Здравствуйте. У меня оплата и финансы. Когда вернут переплату.,Оплата и финансы,positive,medium,False,здравствовать у я оплата и финансы когда вернуть переплата
222,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ. Это очень срочно и неудобно!,Документы и справки,negative,high,False,здравствовать у я документ и справка нужный справка 2-ндфл это очень срочно и неудобный
223,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,medium,False,здравствовать у я поступление проблема это очень срочно и неудобный
224,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
225,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,True,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
226,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Расписание,neutral,low,False,здравствовать у я расписание не мочь найти расписание на следующий неделя
227,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,high,False,здравствовать у я общежитие проблема
228,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Здравствуйте. У меня документы и справки. Нужна справка 2-НДФЛ.,Документы и справки,neutral,medium,False,здравствовать у я документ и справка нужный справка 2-ндфл
229,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,low,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
230,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Здравствуйте. У меня расписание. Не могу найти расписание на следующую неделю.,Расписание,neutral,medium,False,здравствовать у я расписание не мочь найти расписание на следующий неделя
231,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,True,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
232,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,positive,medium,False,здравствовать у я общежитие проблема
233,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,low,False,здравствовать у я поступление проблема
234,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,neutral,medium,True,здравствовать у я другой проблема
235,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня общежитие. Проблема. Это очень срочно и неудобно!,Общежитие,negative,high,False,здравствовать у я общежитие проблема это очень срочно и неудобный
236,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,True,здравствовать у я другой проблема это очень срочно и неудобный
237,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили.",Расписание,neutral,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить
238,Здравствуйте. У меня другое. Проблема.,Здравствуйте. У меня другое. Проблема.,Другое,positive,low,False,здравствовать у я другой проблема
239,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,medium,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
240,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Оплата и финансы,negative,high,True,здравствовать у я оплата и финансы как оплатить общежитие это очень срочно и неудобный
241,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня другое. Проблема. Это очень срочно и неудобно!,Другое,negative,medium,False,здравствовать у я другой проблема это очень срочно и неудобный
242,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие.,Оплата и финансы,positive,medium,False,здравствовать у я оплата и финансы как оплатить общежитие
243,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,high,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
244,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,medium,False,здравствовать у я поступление проблема
245,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Здравствуйте. У меня документы и справки. Не могу получить академическую справку.,Документы и справки,positive,medium,True,здравствовать у я документ и справка не мочь получить академический справка
246,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня поступление. Проблема. Это очень срочно и неудобно!,Поступление,negative,low,False,здравствовать у я поступление проблема это очень срочно и неудобный
247,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
248,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
249,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,positive,medium,True,здравствовать у я поступление проблема
250,Здравствуйте. У меня общежитие. Проблема.,Здравствуйте. У меня общежитие. Проблема.,Общежитие,neutral,low,False,здравствовать у я общежитие проблема
251,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,high,False,здравствовать у я оплата и финансы не пройти оплата за обучение
252,Здравствуйте. У меня поступление. Проблема.,Здравствуйте. У меня поступление. Проблема.,Поступление,neutral,high,True,здравствовать у я поступление проблема
253,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Здравствуйте. У меня преподаватели. Проблема. Это очень срочно и неудобно!,Преподаватели,negative,high,False,здравствовать у я преподаватель проблема это очень срочно и неудобный
254,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение.,Оплата и финансы,neutral,medium,True,здравствовать у я оплата и финансы не пройти оплата за обучение
255,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
256,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,positive,high,True,здравствовать у я технический проблема проблема
257,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,medium,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
258,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,neutral,high,False,здравствовать у я технический проблема проблема
259,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,low,True,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
260,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Как оплатить общежитие. Это очень срочно и неудобно!,Оплата и финансы,negative,high,False,здравствовать у я оплата и финансы как оплатить общежитие это очень срочно и неудобный
261,"Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!","Здравствуйте. У меня расписание. Расписание сдвинулось, занятия отменили. Это очень срочно и неудобно!",Расписание,negative,medium,False,здравствовать у я расписание расписание сдвинуться занятие отменить это очень срочно и неудобный
262,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,high,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
263,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,medium,True,здравствовать у я преподаватель проблема
264,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Здравствуйте. У меня документы и справки. Не могу получить академическую справку. Это очень срочно и неудобно!,Документы и справки,negative,high,False,здравствовать у я документ и справка не мочь получить академический справка это очень срочно и неудобный
265,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Здравствуйте. У меня оплата и финансы. Не прошла оплата за обучение. Это очень срочно и неудобно!,Оплата и финансы,negative,medium,False,здравствовать у я оплата и финансы не пройти оплата за обучение это очень срочно и неудобный
266,Здравствуйте. У меня преподаватели. Проблема.,Здравствуйте. У меня преподаватели. Проблема.,Преподаватели,neutral,medium,False,здравствовать у я преподаватель проблема
267,Здравствуйте. У меня технические проблемы. Проблема.,Здравствуйте. У меня технические проблемы. Проблема.,Технические проблемы,neutral,low,False,здравствовать у я технический проблема проблема
